id,client_id,product_category,product_company,subtype,amount,date,transaction_type
898923,969,6,Arrow,Purchase,56,2020-12-25 06:33:22,Negative
427173,461,2,Crossroads,Purchase,1971,2020-12-25 06:33:53,Negative
625296,672,8,Karo Film,Purchase,363,2020-12-25 06:34:17,Negative
869457,937,2,Platypus Online,Purchase,875,2020-12-25 06:34:26,Negative
396646,427,28,Bowling Club Scooter,Replenishment,1734,2020-12-25 06:37:10,Positive
275469,298,6,Arrow,Purchase,91,2020-12-25 06:37:13,Negative
344344,372,6,Arrow,Purchase,96,2020-12-25 06:38:04,Negative
268931,291,6,Moscow subway,Purchase,83,2020-12-25 06:38:42,Negative
336961,364,20,Bowling Club Scooter,Purchase,2366,2020-12-25 06:40:26,Negative
73690,79,28,Bowling Club Scooter,transfer,1197,2020-12-25 06:40:57,Negative
612895,659,6,Arrow,Purchase,50,2020-12-25 06:40:57,Negative
89366,96,14,Own company,Purchase,2669,2020-12-25 06:41:30,Negative
382347,412,6,Moscow subway,Purchase,53,2020-12-25 06:41:36,Negative
431701,465,8,Kinohod,Purchase,335,2020-12-25 06:42:48,Negative
247896,268,11,BritVa Barbershop,Purchase,1733,2020-12-25 06:42:57,Negative
613672,660,6,Arrow,Purchase,96,2020-12-25 06:44:25,Negative
828015,892,5,McDonald's,Purchase,302,2020-12-25 06:45:57,Negative
553716,596,11,Rive Gauche,Purchase,1528,2020-12-25 06:46:25,Negative
791903,853,28,Bowling Club Scooter,Replenishment,2949,2020-12-25 06:46:59,Positive
510609,550,6,Arrow,Purchase,85,2020-12-25 06:47:34,Negative
711637,766,6,Moscow subway,Purchase,91,2020-12-25 06:48:30,Negative
766637,826,6,Moscow subway,Purchase,99,2020-12-25 06:48:35,Negative
311747,337,5,Burger King,Purchase,308,2020-12-25 06:49:00,Negative
787950,849,13,H&M,Purchase,8847,2020-12-25 06:49:09,Negative
55752,60,20,Bowling Club Scooter,Purchase,2572,2020-12-25 06:49:15,Negative
429533,463,6,Arrow,Purchase,93,2020-12-25 06:49:32,Negative
664410,715,6,Arrow,Purchase,64,2020-12-25 06:49:45,Negative
250832,271,7,Planet Health,Purchase,534,2020-12-25 06:50:03,Negative
560073,603,6,Arrow,Purchase,100,2020-12-25 06:50:34,Negative
240878,260,15,Lukoil gas station,Purchase,1902,2020-12-25 06:51:52,Negative
24350,27,5,Burger King,Purchase,305,2020-12-25 06:52:18,Negative
411724,444,6,Arrow,Purchase,91,2020-12-25 06:52:25,Negative
507323,546,14,Skala Cafe,Purchase,564,2020-12-25 06:53:42,Negative
605058,651,6,Arrow,Purchase,50,2020-12-25 06:54:57,Negative
847842,913,6,Moscow subway,Purchase,81,2020-12-25 06:55:10,Negative
195535,212,1,Delimobil,Purchase,482,2020-12-25 06:55:32,Negative
433,1,6,Arrow,Purchase,64,2020-12-25 06:55:38,Negative
748096,806,6,Arrow,Purchase,89,2020-12-25 06:56:08,Negative
562806,606,6,Moscow subway,Purchase,60,2020-12-25 06:56:18,Negative
776107,836,6,Arrow,Purchase,81,2020-12-25 06:56:57,Negative
46158,50,5,Yakitoria,Purchase,465,2020-12-25 06:57:36,Negative
343541,371,6,Moscow subway,Purchase,95,2020-12-25 06:57:53,Negative
605882,652,5,Dodo Pizza,Purchase,151,2020-12-25 06:58:15,Negative
87404,94,9,Read-city,Purchase,541,2020-12-25 06:59:16,Negative
677566,730,5,KFC,Purchase,184,2020-12-25 07:02:46,Negative
737222,794,6,Moscow subway,Purchase,55,2020-12-25 07:03:02,Negative
40110,43,19,Bowling Club Scooter,Purchase,1422,2020-12-25 07:03:40,Negative
809355,872,5,Dodo Pizza,Purchase,310,2020-12-25 07:04:36,Negative
733138,789,10,Coral pool,Purchase,455,2020-12-25 07:05:03,Negative
86201,93,6,Arrow,Purchase,65,2020-12-25 07:05:09,Negative
344695,372,6,Moscow subway,Purchase,68,2020-12-25 07:05:30,Negative
134071,144,7,366,Purchase,372,2020-12-25 07:06:51,Negative
805300,868,3,Citymobil,Purchase,353,2020-12-25 07:07:01,Negative
360811,389,6,Moscow subway,Purchase,73,2020-12-25 07:07:58,Negative
456492,492,6,Arrow,Purchase,66,2020-12-25 07:08:09,Negative
865078,932,6,Arrow,Purchase,81,2020-12-25 07:09:07,Negative
101363,109,6,Arrow,Purchase,71,2020-12-25 07:09:44,Negative
852768,918,18,Bowling Club Scooter,Purchase,2610,2020-12-25 07:09:55,Negative
118109,127,9,CENTURY OF DEVELOPMENT,Purchase,543,2020-12-25 07:10:53,Negative
575940,620,5,McDonald's,Purchase,329,2020-12-25 07:12:04,Negative
855122,921,6,Arrow,Purchase,100,2020-12-25 07:12:30,Negative
636707,685,6,Arrow,Purchase,79,2020-12-25 07:12:35,Negative
134395,145,5,PizzaHut,Purchase,546,2020-12-25 07:14:05,Negative
718892,774,5,Burger King,Purchase,443,2020-12-25 07:14:09,Negative
442013,476,14,IL patio,Purchase,2132,2020-12-25 07:14:26,Negative
142542,154,5,Yakitoria,Purchase,587,2020-12-25 07:15:08,Negative
8605,10,1,Delimobil,Purchase,533,2020-12-25 07:15:09,Negative
111208,120,5,Tanuki,Purchase,193,2020-12-25 07:15:20,Negative
557135,600,6,Moscow subway,Purchase,65,2020-12-25 07:15:21,Negative
77255,83,8,Karo Film,Purchase,365,2020-12-25 07:15:31,Negative
849456,915,6,Arrow,Purchase,85,2020-12-25 07:15:31,Negative
5712,7,3,Citymobil,Purchase,726,2020-12-25 07:15:33,Negative
376906,406,28,Bowling Club Scooter,Replenishment,925,2020-12-25 07:15:55,Positive
683143,736,5,Dodo Pizza,Purchase,207,2020-12-25 07:15:56,Negative
636446,685,5,Burger King,Purchase,369,2020-12-25 07:16:48,Negative
541798,584,2,Auchan,Purchase,3693,2020-12-25 07:17:04,Negative
896657,966,8,Karo Film,Purchase,419,2020-12-25 07:18:38,Negative
405330,437,6,Moscow subway,Purchase,66,2020-12-25 07:18:55,Negative
250040,270,17,Bowling Club Scooter,Purchase,46943,2020-12-25 07:20:02,Negative
239010,258,18,Bowling Club Scooter,Purchase,2775,2020-12-25 07:20:07,Negative
211885,229,6,Arrow,Purchase,92,2020-12-25 07:20:30,Negative
835826,900,6,Moscow subway,Purchase,63,2020-12-25 07:20:36,Negative
141715,153,6,Moscow subway,Purchase,96,2020-12-25 07:20:39,Negative
791846,853,17,Bowling Club Scooter,Purchase,17196,2020-12-25 07:21:29,Negative
881440,950,6,Arrow,Purchase,95,2020-12-25 07:22:13,Negative
537934,579,28,Bowling Club Scooter,transfer,299,2020-12-25 07:22:37,Negative
18778,21,6,Moscow subway,Purchase,58,2020-12-25 07:23:02,Negative
772482,832,10,Theater Magic Lantern,Purchase,301,2020-12-25 07:25:00,Negative
571921,616,5,PizzaHut,Purchase,289,2020-12-25 07:26:10,Negative
229550,248,6,Arrow,Purchase,68,2020-12-25 07:27:10,Negative
595018,640,6,Arrow,Purchase,58,2020-12-25 07:27:59,Negative
77079,83,6,Moscow subway,Purchase,56,2020-12-25 07:28:38,Negative
711177,766,1,YouDrive,Purchase,887,2020-12-25 07:29:01,Negative
902846,973,6,Moscow subway,Purchase,85,2020-12-25 07:29:03,Negative
391002,421,15,Gas station GAZPROM,Purchase,1460,2020-12-25 07:31:50,Negative
818805,882,6,Arrow,Purchase,75,2020-12-25 07:34:17,Negative
893371,963,5,PizzaHut,Purchase,234,2020-12-25 07:34:19,Negative
78211,84,9,Read-city,Purchase,246,2020-12-25 07:34:47,Negative
87492,94,19,Bowling Club Scooter,Purchase,547,2020-12-25 07:36:38,Negative
75070,81,6,Arrow,Purchase,92,2020-12-25 07:36:56,Negative
767472,827,5,Tanuki,Purchase,227,2020-12-25 07:37:46,Negative
822721,886,6,Arrow,Purchase,81,2020-12-25 07:38:58,Negative
537826,579,7,366,Purchase,580,2020-12-25 07:39:09,Negative
364539,393,8,Karo Film,Purchase,406,2020-12-25 07:39:10,Negative
73856,80,5,Tanuki,Purchase,456,2020-12-25 07:39:18,Negative
166725,180,6,Arrow,Purchase,57,2020-12-25 07:40:18,Negative
181646,197,6,Arrow,Purchase,51,2020-12-25 07:40:33,Negative
324574,351,6,Moscow subway,Purchase,82,2020-12-25 07:41:52,Negative
622372,669,20,Bowling Club Scooter,Purchase,783,2020-12-25 07:42:16,Negative
63423,69,3,Kiwi Taxi,Purchase,308,2020-12-25 07:43:03,Negative
492858,531,6,Arrow,Purchase,70,2020-12-25 07:43:18,Negative
302985,327,11,Cosmetic center,Purchase,2401,2020-12-25 07:43:32,Negative
818829,882,6,Moscow subway,Purchase,72,2020-12-25 07:44:06,Negative
806594,869,6,Arrow,Purchase,64,2020-12-25 07:44:20,Negative
718550,773,28,Bowling Club Scooter,Replenishment,2514,2020-12-25 07:44:41,Positive
336604,364,6,Moscow subway,Purchase,80,2020-12-25 07:44:50,Negative
171531,186,2,SberMarket,Purchase,2846,2020-12-25 07:44:52,Negative
308779,334,3,UBER,Purchase,962,2020-12-25 07:47:07,Negative
252107,273,3,GETT,Purchase,450,2020-12-25 07:47:40,Negative
738422,795,6,Arrow,Purchase,97,2020-12-25 07:47:40,Negative
612719,659,6,Arrow,Purchase,56,2020-12-25 07:47:51,Negative
386176,416,7,Pharmacy 23+,Purchase,270,2020-12-25 07:48:08,Negative
125229,135,5,Yakitoria,Purchase,315,2020-12-25 07:48:12,Negative
19463,21,28,Bowling Club Scooter,transfer,1752,2020-12-25 07:49:18,Negative
187469,203,14,Miraj Restaurant,Purchase,2737,2020-12-25 07:50:29,Negative
674580,726,14,Solo Burger Bar,Purchase,2669,2020-12-25 07:50:51,Negative
592641,637,15,Lukoil gas station,Purchase,1165,2020-12-25 07:51:50,Negative
531560,573,2,Auchan,Purchase,4831,2020-12-25 07:52:47,Negative
110887,119,18,Bowling Club Scooter,Purchase,2851,2020-12-25 07:52:52,Negative
492203,530,10,Great Moscow Circus,Purchase,678,2020-12-25 07:53:43,Negative
679169,731,28,Bowling Club Scooter,transfer,1566,2020-12-25 07:54:37,Negative
896376,966,6,Arrow,Purchase,53,2020-12-25 07:54:57,Negative
775314,835,15,ROSNEFT,Purchase,1435,2020-12-25 07:55:44,Negative
2040,3,5,Dodo Pizza,Purchase,309,2020-12-25 07:56:01,Negative
743512,800,28,Bowling Club Scooter,transfer,204,2020-12-25 07:56:01,Negative
751839,810,6,Arrow,Purchase,68,2020-12-25 07:56:17,Negative
869418,937,2,Platypus Online,Purchase,2234,2020-12-25 07:56:34,Negative
67300,73,2,Billa,Purchase,3633,2020-12-25 07:57:06,Negative
196585,213,5,Tanuki,Purchase,190,2020-12-25 07:58:20,Negative
379411,409,6,Moscow subway,Purchase,77,2020-12-25 07:58:28,Negative
214192,231,8,Cinema Pobeda,Purchase,358,2020-12-25 07:58:53,Negative
654202,704,6,Arrow,Purchase,80,2020-12-25 07:59:27,Negative
400776,432,6,Arrow,Purchase,61,2020-12-25 07:59:32,Negative
741903,799,6,Moscow subway,Purchase,93,2020-12-25 08:00:10,Negative
482450,520,6,Moscow subway,Purchase,54,2020-12-25 08:00:35,Negative
815982,879,5,KFC,Purchase,167,2020-12-25 08:00:37,Negative
768144,827,15,ROSNEFT,Purchase,1095,2020-12-25 08:01:14,Negative
44534,48,6,Moscow subway,Purchase,51,2020-12-25 08:01:26,Negative
431268,465,6,Moscow subway,Purchase,61,2020-12-25 08:01:35,Negative
662522,713,6,Arrow,Purchase,55,2020-12-25 08:02:52,Negative
96052,103,28,Bowling Club Scooter,transfer,1796,2020-12-25 08:03:12,Negative
421733,455,5,Tanuki,Purchase,545,2020-12-25 08:03:15,Negative
265787,287,28,Bowling Club Scooter,transfer,680,2020-12-25 08:03:33,Negative
899690,970,5,PizzaHut,Purchase,209,2020-12-25 08:03:44,Negative
642837,691,17,Bowling Club Scooter,Purchase,39967,2020-12-25 08:03:53,Negative
779784,840,16,Bowling Club Scooter,Purchase,628,2020-12-25 08:04:19,Negative
305533,330,6,Arrow,Purchase,92,2020-12-25 08:04:48,Negative
480885,518,14,Own company,Purchase,1952,2020-12-25 08:06:08,Negative
822516,886,6,Arrow,Purchase,100,2020-12-25 08:06:29,Negative
287952,311,21,Bowling Club Scooter,Purchase,3066,2020-12-25 08:06:40,Negative
884000,952,28,Bowling Club Scooter,transfer,386,2020-12-25 08:07:09,Negative
779309,840,6,Arrow,Purchase,87,2020-12-25 08:07:10,Negative
377151,407,5,Yakitoria,Purchase,156,2020-12-25 08:08:03,Negative
607209,653,6,Arrow,Purchase,71,2020-12-25 08:08:39,Negative
509453,549,5,Dodo Pizza,Purchase,387,2020-12-25 08:11:02,Negative
867574,935,5,PizzaHut,Purchase,212,2020-12-25 08:11:36,Negative
302039,326,11,Rive Gauche,Purchase,955,2020-12-25 08:11:43,Negative
62204,67,8,Cinema Pobeda,Purchase,410,2020-12-25 08:11:48,Negative
742871,800,6,Arrow,Purchase,74,2020-12-25 08:12:02,Negative
783016,844,6,Moscow subway,Purchase,50,2020-12-25 08:12:26,Negative
434014,468,5,Tanuki,Purchase,242,2020-12-25 08:12:32,Negative
61535,67,2,Yandex.Lavka,Purchase,4557,2020-12-25 08:12:42,Negative
711460,766,6,Arrow,Purchase,69,2020-12-25 08:12:45,Negative
810462,873,6,Arrow,Purchase,66,2020-12-25 08:12:46,Negative
921476,993,1,Yandex.Drive,Purchase,477,2020-12-25 08:14:25,Negative
451349,486,17,Bowling Club Scooter,Purchase,30678,2020-12-25 08:15:00,Negative
493671,532,5,Dodo Pizza,Purchase,260,2020-12-25 08:16:14,Negative
171138,185,6,Moscow subway,Purchase,69,2020-12-25 08:16:20,Negative
537567,579,6,Moscow subway,Purchase,83,2020-12-25 08:17:44,Negative
237730,257,6,Arrow,Purchase,53,2020-12-25 08:18:13,Negative
851129,917,2,Platypus Online,Purchase,3521,2020-12-25 08:19:34,Negative
913765,984,28,Bowling Club Scooter,Replenishment,1268,2020-12-25 08:19:44,Positive
194974,211,6,Arrow,Purchase,65,2020-12-25 08:19:48,Negative
772131,832,6,Arrow,Purchase,57,2020-12-25 08:19:51,Negative
767533,827,5,Yakitoria,Purchase,354,2020-12-25 08:20:23,Negative
437430,471,28,Bowling Club Scooter,transfer,1864,2020-12-25 08:21:47,Negative
595613,641,2,Yandex.Lavka,Purchase,4120,2020-12-25 08:22:06,Negative
587577,632,6,Arrow,Purchase,78,2020-12-25 08:22:26,Negative
440363,475,5,KFC,Purchase,209,2020-12-25 08:22:38,Negative
753330,812,1,Lifcar,Purchase,454,2020-12-25 08:22:41,Negative
718912,774,6,Arrow,Purchase,56,2020-12-25 08:22:42,Negative
390577,421,6,Arrow,Purchase,70,2020-12-25 08:23:13,Negative
254643,275,15,Gas station GAZPROMNEFT,Purchase,1240,2020-12-25 08:23:26,Negative
700294,754,6,Arrow,Purchase,75,2020-12-25 08:23:38,Negative
890455,960,2,SberMarket,Purchase,3330,2020-12-25 08:23:53,Negative
545627,588,5,KFC,Purchase,200,2020-12-25 08:23:56,Negative
760973,820,2,Crossroads,Purchase,1240,2020-12-25 08:24:19,Negative
67576,73,6,Arrow,Purchase,71,2020-12-25 08:25:21,Negative
710206,765,5,Tanuki,Purchase,586,2020-12-25 08:25:37,Negative
86162,93,6,Moscow subway,Purchase,70,2020-12-25 08:25:51,Negative
227512,246,5,Burger King,Purchase,463,2020-12-25 08:26:05,Negative
231245,250,6,Arrow,Purchase,51,2020-12-25 08:26:50,Negative
512896,552,28,Bowling Club Scooter,transfer,448,2020-12-25 08:27:16,Negative
856226,922,7,Pharmacy VITA Express,Purchase,408,2020-12-25 08:27:20,Negative
266312,288,6,Arrow,Purchase,94,2020-12-25 08:28:16,Negative
403493,435,6,Arrow,Purchase,73,2020-12-25 08:29:49,Negative
526197,567,6,Arrow,Purchase,53,2020-12-25 08:30:19,Negative
890293,959,18,Bowling Club Scooter,Purchase,1123,2020-12-25 08:30:57,Negative
419260,452,6,Moscow subway,Purchase,81,2020-12-25 08:31:18,Negative
138970,150,6,Arrow,Purchase,87,2020-12-25 08:31:19,Negative
174165,189,3,GETT,Purchase,848,2020-12-25 08:31:24,Negative
190039,206,6,Arrow,Purchase,87,2020-12-25 08:31:54,Negative
459506,495,20,Bowling Club Scooter,Purchase,2453,2020-12-25 08:32:01,Negative
821888,885,6,Moscow subway,Purchase,85,2020-12-25 08:32:31,Negative
881197,950,3,Citymobil,Purchase,678,2020-12-25 08:32:44,Negative
869298,936,21,Bowling Club Scooter,Purchase,914,2020-12-25 08:32:57,Negative
902767,973,6,Arrow,Purchase,50,2020-12-25 08:33:33,Negative
81851,88,11,Rive Gauche,Purchase,1865,2020-12-25 08:34:24,Negative
415812,448,12,Bowling Club Scooter,Purchase,99539,2020-12-25 08:34:52,Negative
487950,526,5,PizzaHut,Purchase,174,2020-12-25 08:35:11,Negative
229505,248,6,Arrow,Purchase,94,2020-12-25 08:37:01,Negative
593803,639,5,Burger King,Purchase,309,2020-12-25 08:37:58,Negative
927871,999,10,Great Moscow Circus,Purchase,357,2020-12-25 08:38:54,Negative
278424,301,14,Miraj Restaurant,Purchase,2468,2020-12-25 08:39:37,Negative
24554,27,6,Moscow subway,Purchase,91,2020-12-25 08:40:48,Negative
14224,16,5,Burger King,Purchase,525,2020-12-25 08:41:07,Negative
629382,677,5,Yakitoria,Purchase,520,2020-12-25 08:41:31,Negative
247417,268,5,Dodo Pizza,Purchase,318,2020-12-25 08:43:21,Negative
267803,290,5,Tanuki,Purchase,400,2020-12-25 08:43:53,Negative
217243,235,1,Yandex.Drive,Purchase,605,2020-12-25 08:44:32,Negative
429718,463,6,Arrow,Purchase,86,2020-12-25 08:44:33,Negative
845114,910,6,Arrow,Purchase,86,2020-12-25 08:44:57,Negative
749097,807,6,Arrow,Purchase,53,2020-12-25 08:45:24,Negative
156409,169,6,Arrow,Purchase,74,2020-12-25 08:46:19,Negative
585824,630,10,Theater Magic Lantern,Purchase,383,2020-12-25 08:47:08,Negative
215644,233,6,Arrow,Purchase,96,2020-12-25 08:47:47,Negative
323858,350,6,Arrow,Purchase,66,2020-12-25 08:47:48,Negative
448539,483,16,Bowling Club Scooter,Purchase,859,2020-12-25 08:50:30,Negative
91149,98,6,Moscow subway,Purchase,79,2020-12-25 08:50:55,Negative
352256,380,11,Hairdresser DIMAX,Purchase,1370,2020-12-25 08:51:03,Negative
661599,712,6,Moscow subway,Purchase,86,2020-12-25 08:51:25,Negative
785659,847,6,Arrow,Purchase,94,2020-12-25 08:52:30,Negative
518725,559,2,Yandex.Lavka,Purchase,4603,2020-12-25 08:52:39,Negative
239572,259,6,Arrow,Purchase,51,2020-12-25 08:52:47,Negative
374323,404,5,Burger King,Purchase,600,2020-12-25 08:54:34,Negative
192770,209,5,Burger King,Purchase,198,2020-12-25 08:54:44,Negative
104607,112,17,Bowling Club Scooter,Purchase,46211,2020-12-25 08:54:57,Negative
584508,629,6,Moscow subway,Purchase,79,2020-12-25 08:55:49,Negative
82687,89,6,Arrow,Purchase,77,2020-12-25 08:56:26,Negative
703792,758,6,Arrow,Purchase,88,2020-12-25 08:57:34,Negative
230575,249,6,Moscow subway,Purchase,56,2020-12-25 08:58:13,Negative
363232,392,5,KFC,Purchase,386,2020-12-25 08:58:21,Negative
544512,587,1,YouDrive,Purchase,348,2020-12-25 08:58:37,Negative
627216,675,1,Yandex.Drive,Purchase,1114,2020-12-25 08:59:26,Negative
456749,492,9,Rospechat,Purchase,323,2020-12-25 08:59:49,Negative
475430,513,3,YandexGO,Purchase,884,2020-12-25 09:00:03,Negative
535815,577,10,Theater Magic Lantern,Purchase,377,2020-12-25 09:00:24,Negative
309409,334,13,Zara,Purchase,8495,2020-12-25 09:00:25,Negative
371469,401,5,Burger King,Purchase,598,2020-12-25 09:00:25,Negative
882460,951,6,Arrow,Purchase,75,2020-12-25 09:00:42,Negative
50810,55,6,Moscow subway,Purchase,90,2020-12-25 09:00:50,Negative
430847,464,14,Miraj Restaurant,Purchase,2456,2020-12-25 09:01:15,Negative
411173,443,28,Bowling Club Scooter,transfer,2130,2020-12-25 09:02:11,Negative
193972,210,6,Arrow,Purchase,72,2020-12-25 09:02:25,Negative
600424,646,6,Arrow,Purchase,52,2020-12-25 09:02:33,Negative
163654,177,2,Billa,Purchase,2615,2020-12-25 09:03:23,Negative
529140,570,6,Arrow,Purchase,79,2020-12-25 09:04:01,Negative
746983,805,1,Carousel,Purchase,1407,2020-12-25 09:04:14,Negative
121997,131,28,Bowling Club Scooter,Replenishment,257,2020-12-25 09:04:48,Positive
874221,942,5,Yakitoria,Purchase,327,2020-12-25 09:04:53,Negative
510992,550,11,Rive Gauche,Purchase,918,2020-12-25 09:05:47,Negative
611535,658,5,KFC,Purchase,279,2020-12-25 09:06:23,Negative
283269,306,28,Bowling Club Scooter,Replenishment,1857,2020-12-25 09:06:48,Positive
275023,297,28,Bowling Club Scooter,transfer,242,2020-12-25 09:07:46,Negative
705429,759,28,Bowling Club Scooter,Replenishment,2739,2020-12-25 09:07:58,Positive
134383,145,5,PizzaHut,Purchase,395,2020-12-25 09:08:21,Negative
95647,103,6,Arrow,Purchase,51,2020-12-25 09:09:01,Negative
12216,13,28,Bowling Club Scooter,transfer,565,2020-12-25 09:10:12,Negative
319275,345,6,Arrow,Purchase,74,2020-12-25 09:10:37,Negative
582323,626,28,Bowling Club Scooter,Replenishment,2939,2020-12-25 09:12:38,Positive
298797,323,2,Yandex.Lavka,Purchase,998,2020-12-25 09:13:07,Negative
721980,777,8,Cinema Pobeda,Purchase,409,2020-12-25 09:13:13,Negative
716934,772,2,SberMarket,Purchase,1721,2020-12-25 09:13:34,Negative
588791,633,17,Bowling Club Scooter,Purchase,35398,2020-12-25 09:14:24,Negative
928554,1000,6,Arrow,Purchase,89,2020-12-25 09:16:16,Negative
168563,182,6,Arrow,Purchase,84,2020-12-25 09:16:48,Negative
461720,498,5,PizzaHut,Purchase,369,2020-12-25 09:16:48,Negative
566077,609,9,White Rabbit,Purchase,346,2020-12-25 09:17:12,Negative
333109,360,10,Bowling Club Scooter,Purchase,716,2020-12-25 09:17:58,Negative
424591,458,6,Moscow subway,Purchase,99,2020-12-25 09:18:01,Negative
26630,29,13,Marks&Spencer,Purchase,2578,2020-12-25 09:19:02,Negative
410873,443,11,Cosmetic center,Purchase,761,2020-12-25 09:20:15,Negative
152404,165,2,Billa,Purchase,2211,2020-12-25 09:20:34,Negative
373677,403,6,Moscow subway,Purchase,97,2020-12-25 09:20:50,Negative
400794,432,6,Moscow subway,Purchase,87,2020-12-25 09:21:34,Negative
285046,308,7,Pharmacy 23+,Purchase,301,2020-12-25 09:21:57,Negative
317704,343,6,Arrow,Purchase,50,2020-12-25 09:22:32,Negative
566268,610,1,YouDrive,Purchase,1104,2020-12-25 09:22:59,Negative
39224,42,19,Bowling Club Scooter,Purchase,281,2020-12-25 09:23:29,Negative
257317,278,20,Bowling Club Scooter,Purchase,1931,2020-12-25 09:23:41,Negative
174880,189,8,Cinema Pobeda,Purchase,475,2020-12-25 09:23:48,Negative
474377,511,28,Bowling Club Scooter,Replenishment,2014,2020-12-25 09:23:58,Positive
447619,482,19,Bowling Club Scooter,Purchase,566,2020-12-25 09:25:54,Negative
386990,417,6,Arrow,Purchase,87,2020-12-25 09:26:56,Negative
428132,461,28,Bowling Club Scooter,Replenishment,2943,2020-12-25 09:26:56,Positive
214766,232,6,Arrow,Purchase,97,2020-12-25 09:27:08,Negative
720080,775,6,Arrow,Purchase,91,2020-12-25 09:27:16,Negative
291873,315,21,Bowling Club Scooter,Purchase,1361,2020-12-25 09:27:35,Negative
712621,767,10,Great Moscow Circus,Purchase,485,2020-12-25 09:28:23,Negative
707502,762,5,PizzaHut,Purchase,344,2020-12-25 09:28:42,Negative
293758,317,20,Bowling Club Scooter,Purchase,2889,2020-12-25 09:28:58,Negative
150402,162,9,Rospechat,Purchase,478,2020-12-25 09:29:44,Negative
263503,285,6,Moscow subway,Purchase,90,2020-12-25 09:29:55,Negative
397620,428,28,Bowling Club Scooter,Replenishment,319,2020-12-25 09:30:22,Positive
52580,57,5,Yakitoria,Purchase,506,2020-12-25 09:30:54,Negative
97804,105,11,Hairdresser DIMAX,Purchase,2432,2020-12-25 09:30:54,Negative
563200,606,15,Lukoil gas station,Purchase,1512,2020-12-25 09:30:55,Negative
234990,254,6,Arrow,Purchase,67,2020-12-25 09:31:11,Negative
280779,304,5,Tanuki,Purchase,422,2020-12-25 09:31:21,Negative
196813,213,6,Arrow,Purchase,57,2020-12-25 09:31:32,Negative
324087,350,19,Bowling Club Scooter,Purchase,845,2020-12-25 09:32:02,Negative
467786,504,15,Lukoil gas station,Purchase,1580,2020-12-25 09:32:45,Negative
150981,163,6,Arrow,Purchase,95,2020-12-25 09:33:33,Negative
202365,219,6,Arrow,Purchase,79,2020-12-25 09:35:05,Negative
530040,571,6,Moscow subway,Purchase,88,2020-12-25 09:35:07,Negative
358547,387,6,Arrow,Purchase,68,2020-12-25 09:35:13,Negative
238749,258,6,Arrow,Purchase,59,2020-12-25 09:35:39,Negative
424042,457,11,Rive Gauche,Purchase,781,2020-12-25 09:36:06,Negative
66107,71,9,CENTURY OF DEVELOPMENT,Purchase,211,2020-12-25 09:36:24,Negative
845626,911,2,Platypus Online,Purchase,2346,2020-12-25 09:36:28,Negative
285295,308,28,Bowling Club Scooter,transfer,1216,2020-12-25 09:36:41,Negative
310354,335,14,IL patio,Purchase,1955,2020-12-25 09:37:05,Negative
17200,19,6,Moscow subway,Purchase,81,2020-12-25 09:37:17,Negative
8524,9,28,Bowling Club Scooter,transfer,269,2020-12-25 09:38:12,Negative
122789,132,9,Read-city,Purchase,589,2020-12-25 09:38:35,Negative
424991,458,10,Bowling Club Scooter,Purchase,216,2020-12-25 09:38:46,Negative
76520,83,1,Yandex.Drive,Purchase,998,2020-12-25 09:39:45,Negative
871067,938,28,Bowling Club Scooter,Replenishment,434,2020-12-25 09:40:48,Positive
450783,486,6,Moscow subway,Purchase,75,2020-12-25 09:41:07,Negative
760143,819,5,Burger King,Purchase,187,2020-12-25 09:41:24,Negative
709034,763,7,Pharmacy 23+,Purchase,355,2020-12-25 09:41:36,Negative
670620,722,6,Arrow,Purchase,76,2020-12-25 09:41:59,Negative
247749,268,6,Arrow,Purchase,73,2020-12-25 09:42:41,Negative
158848,171,28,Bowling Club Scooter,Replenishment,1412,2020-12-25 09:42:52,Positive
893410,963,5,Tanuki,Purchase,516,2020-12-25 09:43:13,Negative
589361,634,6,Arrow,Purchase,92,2020-12-25 09:43:26,Negative
5223,6,6,Arrow,Purchase,72,2020-12-25 09:44:07,Negative
302057,326,7,366,Purchase,208,2020-12-25 09:45:04,Negative
696721,750,18,Bowling Club Scooter,Purchase,2634,2020-12-25 09:45:26,Negative
525879,566,28,Bowling Club Scooter,Replenishment,1420,2020-12-25 09:45:39,Positive
627992,675,16,Bowling Club Scooter,Purchase,697,2020-12-25 09:46:02,Negative
73417,79,10,Bowling Club Scooter,Purchase,303,2020-12-25 09:46:36,Negative
620651,668,2,Platypus Online,Purchase,2558,2020-12-25 09:47:55,Negative
324901,351,11,Rive Gauche,Purchase,560,2020-12-25 09:48:08,Negative
894809,964,9,Storytel,Purchase,434,2020-12-25 09:48:33,Negative
282677,306,6,Moscow subway,Purchase,90,2020-12-25 09:49:22,Negative
214633,232,6,Moscow subway,Purchase,91,2020-12-25 09:50:13,Negative
464444,501,6,Arrow,Purchase,94,2020-12-25 09:50:57,Negative
448476,483,10,Great Moscow Circus,Purchase,599,2020-12-25 09:50:58,Negative
17128,19,6,Moscow subway,Purchase,76,2020-12-25 09:51:20,Negative
373807,403,14,IL patio,Purchase,677,2020-12-25 09:51:25,Negative
99672,107,15,Gas station GAZPROMNEFT,Purchase,1804,2020-12-25 09:51:29,Negative
